         22117845 function calls (22082351 primitive calls) in 663.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1302    0.007    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\relationship.py:93(__getitem__)
     1054    0.007    0.000    0.040    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\utils\indexed_list.py:14(__init__)
     2523    0.007    0.000    0.024    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:697(_get_decompressor)
     1836    0.007    0.000    0.166    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablecolumncontroller.py:68(__init__)
     7039    0.007    0.000    0.038    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:517(<genexpr>)
  439/376    0.007    0.000    0.092    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:323(__init__)
     1364    0.007    0.000    0.040    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\relationship.py:110(get_rels_path)
     1097    0.007    0.000    0.351    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:1470(read)
8464/8231    0.006    0.000    0.024    0.000 {built-in method builtins.iter}
     9390    0.006    0.000    0.088    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:1492(_component_data_itervalues)
       27    0.006    0.000    0.007    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\julia\core.py:538(_call)
     9503    0.006    0.000    0.029    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:150(unique)
        2    0.006    0.003    0.010    0.005 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:442(select)
     3672    0.006    0.000    0.008    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\wrapcache.py:25(add)
      248    0.006    0.000    0.064    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\fonts.py:101(from_tree)
    12028    0.006    0.000    0.006    0.000 {method 'group' of 're.Match' objects}
       62    0.006    0.000   11.857    0.191 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\excel.py:275(read)
       32    0.006    0.000   14.952    0.467 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:729(construct)
     4676    0.006    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:456(ub)
        2    0.006    0.003    0.027    0.014 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:326(add_solution)
    20442    0.006    0.000    0.006    0.000 {method 'items' of 'dict' objects}
     9594    0.006    0.000    0.006    0.000 {method 'find' of 'str' objects}
    17473    0.006    0.000    0.006    0.000 {method 'endswith' of 'str' objects}
     3573    0.006    0.000    0.008    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\text.py:24(__init__)
     4676    0.006    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:441(lb)
      720    0.006    0.000    0.006    0.000 {method 'timetuple' of 'datetime.datetime' objects}
     1364    0.006    0.000    0.147    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\workbook.py:77(find_sheets)
    14208    0.006    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:332(_lb)
     9654    0.006    0.000    0.023    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:160(has_ub)
      720    0.006    0.000    0.022    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\filemanager.py:24(__init__)
     2404    0.006    0.000    0.013    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\container.py:318(__getitem__)
       63    0.006    0.000    0.050    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:517(_convert_to_ndarrays)
     2728    0.006    0.000    0.013    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\named_styles.py:76(__setattr__)
      720    0.006    0.000    0.390    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:197(is_zipfile)
     3161    0.006    0.000    0.016    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\element.py:433(addText)
      288    0.006    0.000    0.006    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:58(<listcomp>)
     2232    0.006    0.000    0.011    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\alignment.py:68(__iter__)
     4600    0.006    0.000    0.006    0.000 {built-in method _codecs.charmap_encode}
     2523    0.006    0.000    0.009    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:748(close)
      144    0.006    0.000    0.011    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\meta.py:34(__init__)
     1364    0.006    0.000    0.137    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\_read_only.py:53(_get_source)
     4432    0.005    0.000    0.006    0.000 {built-in method builtins.min}
     3286    0.005    0.000    0.009    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\compat\strings.py:12(safe_string)
     2759    0.005    0.000   14.903    0.005 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\initializer.py:274(__call__)
      720    0.005    0.000    0.006    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\manifest.py:32(set_media_type_and_version)
     1426    0.005    0.000    0.111    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\abc.py:105(__new__)
3981/3911    0.005    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\encoder.py:277(_iterencode_list)
     1423    0.005    0.000    0.014    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1272(add)
     2046    0.005    0.000    0.021    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\base.py:102(__set__)
     2523    0.005    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:716(__init__)
     1980    0.005    0.000    0.014    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:59(name)
     4340    0.005    0.000    0.011    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\serialisable.py:160(__iter__)
     4524    0.005    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\expr\symbol_map.py:142(alias)
     2647    0.005    0.000    0.112    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:934(_update_crc)
      558    0.005    0.000    0.038    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\cell_style.py:93(__init__)
     9390    0.005    0.000    0.093    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:1582(component_data_objects)
      288    0.005    0.000    0.005    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\pagecontainer.py:25(_xmlchildren)
     4281    0.005    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:114(<listcomp>)
      720    0.005    0.000    0.394    0.001 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\filemanager.py:51(has_zip)
      144    0.005    0.000    0.005    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\meta.py:51(_setup)
     1426    0.005    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1573(_setevents)
     1736    0.005    0.000    0.019    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\relationship.py:36(__init__)
        8    0.005    0.001    0.005    0.001 {built-in method nt.open}
     7261    0.005    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\generic.py:43(_check)
     4577    0.005    0.000    0.010    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     1076    0.005    0.000    0.005    0.000 {method 'flush' of 'zlib.Decompress' objects}
     2628    0.005    0.000    0.362    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:129(rows)
     2852    0.005    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1665(_default)
      720    0.005    0.000    0.047    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\filemanager.py:69(register)
     1980    0.005    0.000    8.169    0.004 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\pagecontainer.py:23(<genexpr>)
       62    0.004    0.000    0.063    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\strings.py:9(read_string_table)
     1836    0.004    0.000    7.939    0.004 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:64(__init__)
       62    0.004    0.000    0.033    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\excel.py:170(read_properties)
      720    0.004    0.000    0.004    0.000 {built-in method now}
    13534    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:347(_ub)
     3369    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:1934(_fpclose)
      209    0.004    0.000    0.010    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1927(__init__)
2002/2001    0.004    0.000    0.016    0.000 <frozen importlib._bootstrap>:1033(_handle_fromlist)
     6960    0.004    0.000    0.065    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:1434(_component_data_iteritems)
     6928    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\element.py:415(_setOwnerDoc)
      561    0.004    0.000    0.039    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:679(_infer_types)
      126    0.004    0.000    0.005    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:657(pwcost_rule)
     2523    0.004    0.000    0.004    0.000 {function ZipExtFile.close at 0x0000014E1E929D30}
      372    0.004    0.000    0.143    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\sequence.py:85(<listcomp>)
     1836    0.004    0.000    0.041    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablecolumncontroller.py:35(expand_columns)
    14397    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
    15726    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:525(fixed)
    13568    0.004    0.000    0.004    0.000 {built-in method builtins.issubclass}
     1426    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1273(IterParseIterator)
     4522    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\constraint.py:422(equality)
     1302    0.004    0.000    0.019    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\workbook.py:66(__init__)
     2523    0.004    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:1434(getinfo)
     1302    0.004    0.000    0.012    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\dimensions.py:288(__init__)
     6937    0.004    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\sax\xmlreader.py:342(__init__)
     1550    0.004    0.000   10.926    0.007 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1297(feed)
7914/4583    0.004    0.000    0.012    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\encoder.py:333(_iterencode_dict)
      209    0.004    0.000    0.019    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:2036(_getitem_when_not_present)
     1836    0.004    0.000    0.091    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:26(update)
     7761    0.004    0.000    0.004    0.000 {method '__exit__' of '_thread.RLock' objects}
     1488    0.004    0.000    0.071    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\utils\indexed_list.py:42(append)
     1488    0.003    0.000    0.016    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\relationship.py:62(__init__)
     1674    0.003    0.000    0.012    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\base.py:82(__set__)
      144    0.003    0.000    0.259    0.002 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\filemanager.py:45(__init__)
     1488    0.003    0.000    0.126    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\utils\indexed_list.py:47(add)
     2852    0.003    0.000    0.013    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\pagebreak.py:46(__init__)
     1489    0.003    0.000    0.004    0.000 {built-in method _abc._abc_instancecheck}
       63    0.003    0.000    2.548    0.040 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:572(parse)
      313    0.003    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5517(__finalize__)
      624    0.003    0.000    0.007    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\missing.py:227(_isna_array)
      189    0.003    0.000    0.060    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:672(_with_infer)
   259/50    0.003    0.000   14.974    0.299 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:1006(add_component)
    16381    0.003    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:403(domain)
       96    0.003    0.000    0.158    0.002 <frozen importlib._bootstrap_external>:1383(_get_spec)
        1    0.003    0.003    0.020    0.020 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\conversion_model_mat2json.py:17(matpower2json)
       12    0.003    0.000    0.026    0.002 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\__init__.py:120(dump)
      502    0.003    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:239(__init__)
     4092    0.003    0.000    0.009    0.000 {built-in method builtins.setattr}
     4588    0.003    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\posixpath.py:41(_get_sep)
     1550    0.003    0.000   10.922    0.007 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\xml\etree\ElementTree.py:1719(feed)
     3267    0.003    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\attrconverters.py:257(cnv_string)
      938    0.003    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\construction.py:698(_try_cast)
      864    0.003    0.000    0.025    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\manifest.py:22(add)
     1984    0.003    0.000    0.011    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\packaging\manifest.py:69(__init__)
      690    0.003    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5577(__setattr__)
      288    0.003    0.000    0.022    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:136(<listcomp>)
      248    0.003    0.000    0.029    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\fonts.py:69(__init__)
      372    0.003    0.000    0.023    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\alignment.py:45(__init__)
        1    0.003    0.003    0.003    0.003 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:172(_create_nodes_graph)
     1302    0.003    0.000    0.134    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\workbook.py:39(rels)
      846    0.003    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\threading.py:82(RLock)
      126    0.003    0.000    0.061    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:601(get_handle)
     3186    0.003    0.000    0.004    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\compatibility.py:21(is_string)
      144    0.003    0.000    0.004    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:506(braQN_rule)
     1116    0.003    0.000    0.012    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\header_footer.py:93(__init__)
