         22117845 function calls (22082351 primitive calls) in 663.007 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\filters.py:321(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\julia\core.py:630(_as_pyobj)
       70    0.000    0.000   14.966    0.214 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:622(__setattr__)
       42    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:374(genMax_rule)
     33/1    0.000    0.000    0.044    0.044 <frozen importlib._bootstrap>:659(_load_unlocked)
       16    0.000    0.000    0.017    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:608(__init__)
        9    0.000    0.000    0.029    0.003 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:597(output2json)
       93    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt2.py:31(pt2_Pflex_rule)
      303    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\logging\__init__.py:1436(info)
      166    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1534(__init__)
        1    0.000    0.000  381.066  381.066 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\investment_model_pt2.py:22(InvPt2_function)
       33    0.000    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1036(get_data)
       33    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:486(_init_module_attrs)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\scenario.py:85(__init__)
       42    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:384(genMin_rule)
      126    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:1238(_set_as_cached)
      124    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\defined_name.py:174(__init__)
      143    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:434(_ctypewalker)
      186    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\named_styles.py:99(_set_index)
        6    0.000    0.000  380.545   63.424 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:524(run_ACOPF_jl)
      159    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:160(__exit__)
       62    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_openpyxl.py:540(sheet_names)
      125    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\zipfile.py:1403(namelist)
      209    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\enum.py:358(__call__)
      756    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:4820(_values)
        2    0.000    0.000    0.889    0.445 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\base\solvers.py:510(solve)
       62    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\page.py:133(__init__)
      376    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1792(_block)
      126    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:441(_validate_dtype)
      126    0.000    0.000    0.008    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:1489(close)
      190    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      315    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:1263(<genexpr>)
       62    0.000    0.000    0.058    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\reader\excel.py:67(_validate_archive)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:812(_do_date_conversions)
      126    0.000    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2344(is_floating)
      212    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:328(local_name)
      144    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\pagecontainer.py:14(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\PyomoModel.py:154(clear)
      125    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\_methods.py:54(_any)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\datavalidation.py:169(__init__)
      252    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:1314(<genexpr>)
      135    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:607(<genexpr>)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\nanops.py:346(_na_ok_dtype)
      287    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\odf\attrconverters.py:249(cnv_positiveInteger)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\common.py:287(maybe_iterable_to_list)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:514(_construct_axes_from_arguments)
        2    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\process_data.py:104(initial_value)
      252    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:294(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       38    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\_bootlocale.py:11(getpreferredencoding)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5632(_protect_consolidate)
       63    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
      164    0.000    0.000    0.000    0.000 <string>:5(cy_isgenerator)
      187    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\_ufunc_config.py:425(__init__)
      124    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\cell_style.py:172(__init__)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2603(_is_all_dates)
      252    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\common.py:346(apply_if_callable)
      606    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\_validators.py:135(validate_kwargs)
       62    0.000    0.000    0.009    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:11194(max)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\stylesheet.py:149(custom_formats)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\common.py:105(is_bool_indexer)
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:831(nodeConnections_rule)
      433    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:276(__call__)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\missing.py:268(_isna_string_dtype)
     33/1    0.000    0.000    0.044    0.044 <frozen importlib._bootstrap_external>:844(exec_module)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\worksheet\properties.py:20(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:24(Table)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:1318(_validate_parse_dates_arg)
       62    0.000    0.000    0.004    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_openpyxl.py:544(get_sheet_by_name)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:383(_make_index)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:351(__init__)
       89    0.000    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:506(items)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\ops\missing.py:138(dispatch_fill_zeros)
      313    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:328(attrs)
       62    0.000    0.000    0.039    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\workbook.py:340(add_named_style)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\blocks.py:358(iget)
       62    0.000    0.000    0.018    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\arraylike.py:114(__mul__)
       78    0.000    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\encodings\cp1252.py:22(decode)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\readers.py:1008(_check_file_or_buffer)
       62    0.000    0.000    0.000    0.000 {built-in method bottleneck.reduce.nanmax}
       66    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
      124    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\descriptors\excel.py:72(__init__)
       63    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:1119(_remove_skipped_rows)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:560(_get_axis)
       43    0.000    0.000    0.038    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:309(<listcomp>)
      567    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      252    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:5646(_get_values_for_loc)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\_validators.py:122(_check_for_invalid_keys)
      315    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\base.py:45(__len__)
      188    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:546(_get_axis_number)
      466    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:1154(_process_date_conversion)
       64    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\indexed_component.py:678(_pop_from_kwargs)
      144    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\tablerowcontroller.py:32(ncols)
       43    0.000    0.000    0.006    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1041(cross)
      372    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\numbers.py:144(builtin_format_code)
       64    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\range.py:379(get_loc)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\styles\numbers.py:171(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:172(_has_code_flag)
      626    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:349(flags)
       63    0.000    0.000    0.011    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:10875(any)
      126    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:462(get_compression_method)
      441    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:150(classes_and_not_datetimelike)
      124    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\workbook.py:302(worksheets)
        2    0.000    0.000    0.001    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\process_data.py:42(record_bus_from_pyo_result)
       63    0.000    0.000    0.003    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_base.py:568(raise_if_bad_sheet_by_name)
       31    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:852(<listcomp>)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\base_parser.py:462(_clean_mapping)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\computation\expressions.py:92(_evaluate_numexpr)
       31    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:849(<listcomp>)
       15    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\var.py:807(_getitem_when_not_present)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\common.py:174(validate_header_arg)
      148    0.000    0.000    0.000    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\xmlns.py:57(_split_prefix)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:311(<listcomp>)
      191    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      126    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\series.py:743(__len__)
      472    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      144    0.000    0.000    0.001    0.000 C:\Users\m36330ac\AppData\Roaming\Python\Python39\site-packages\ezodf\table.py:85(ncols)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\defined_name.py:178(_cleanup)
       72    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
      561    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:1528(_is_dtype)
      126    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:156(blknos)
       62    0.000    0.000    0.010    0.000 <__array_function__ internals>:177(amax)
      126    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\internals\managers.py:1665(is_consolidated)
      664    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:1262(domain)
       40    0.000    0.000    0.005    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\genericpath.py:16(exists)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\common.py:201(all_none)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:696(spec_from_file_location)
       71    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:495(<genexpr>)
      125    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:1280(<genexpr>)
      142    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:398(parent)
      126    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:115(ensure_python_int)
      617    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\initializer.py:215(__call__)
       63    0.000    0.000    0.002    0.000 {method 'any' of 'numpy.ndarray' objects}
    66/62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\results\container.py:177(__setattr__)
      245    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:3087(<genexpr>)
      225    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:255(__init__)
      268    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:159(isfunction)
        2    0.000    0.000    0.234    0.117 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\opt\solver\shellcmd.py:301(_execute_command)
       33    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:645(_compile_bytecode)
      103    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:506(items)
      411    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\initializer.py:211(__init__)
      213    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\component.py:835(ctype)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\dtypes\common.py:680(is_integer_dtype)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5650(f)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\nanops.py:162(_bn_ok_dtype)
      376    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\parsers\python_parser.py:665(<genexpr>)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\re.py:270(escape)
      378    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\numpy\core\multiarray.py:1071(copyto)
       63    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\generic.py:5646(_consolidate_inplace)
       63    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:892(_find_spec_legacy)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\range.py:347(dtype)
      144    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:514(interv_rule)
       99    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:79(_unpack_uint32)
      237    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:619(<genexpr>)
      316    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       63    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\json\encoder.py:204(iterencode)
      159    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:152(__init__)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\openpyxl\workbook\workbook.py:161(active)
       33    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:560(_classify_pyc)
      125    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000  265.684   88.561 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:456(run_SCACOPF_jl)
      241    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:2830(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\run_OPF_jl.py:262(get_bus_dual_cont)
      166    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\set.py:419(contains_indices)
      189    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2624(_is_multi)
      124    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\input_output_function.py:192(read_screenModel_output)
        4    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\common\tee.py:378(close)
      186    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:4027(is_int)
      237    0.000    0.000    0.000    0.000 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:618(<genexpr>)
       63    0.000    0.000    0.002    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:2596(inferred_type)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\io\excel\_util.py:50(get_default_engine)
       62    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\_validators.py:43(_check_for_default_values)
      164    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\inspect.py:209(isgenerator)
        8    0.000    0.000    0.006    0.001 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\tempfile.py:243(_mkstemp_inner)
       62    0.000    0.000    0.001    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\computation\expressions.py:223(evaluate)
        1    0.000    0.000    0.030    0.030 C:\Users\m36330ac\Documents\MEGA\Eduardo Alejandro Martinez Cesena\WP3\Python\from Wangwei\NEW\ATTEST_Tool3.2\engines\model_preparation.py:328(addVar)
      125    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\util\_validators.py:218(validate_bool_kwarg)
       63    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pandas\core\indexes\base.py:4846(_get_engine_target)
        8    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\ntpath.py:450(normpath)
      296    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
      198    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:129(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Users\m36330ac\.conda\envs\test_Wangwei\lib\site-packages\pyomo\core\base\block.py:471(values)
